PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
Tn3hR,r1bqkbnr/pppp1p1p/4B3/8/4PQ2/8/PPP3PP/RNB2RK1 b kq - 0 9,d7e6 f4f7,907,99,36,30,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/kLjmMbpF/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Ghulam-Kassim_Gambit
TpDDE,r1b1kbnr/ppp1qp1p/2np4/8/3PPB1P/3B1Q2/PPP3P1/RN3RK1 b kq - 0 9,e7h4 f4g5 h4g5 f3f7 e8d8 f7f8,1814,77,92,2480,attackingF2F7 crushing deflection discoveredAttack long opening sacrifice,https://lichess.org/8P5bSVHq/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
Tpn34,rnb2k2/ppp2ppp/5n2/2b2B2/P4P2/6Pq/1PP4P/RNBQR2K b - - 2 14,h3f5 d1d8 f6e8 d8e8,1026,79,76,156,mate mateIn2 opening short,https://lichess.org/wPGh4Ps2/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
TqEqR,r2q1rk1/1p2bpp1/p4n1p/3b1Q2/3B4/2P5/PPB3PP/RN3RK1 b - - 4 16,d5e4 c2e4 f6e4 f5e4,1043,76,96,3072,crushing opening short,https://lichess.org/MNDEihgS/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
TqIsX,rnb1k1nr/ppp2p1p/3p4/8/4Pp1q/8/PPPPQNP1/RNB1KB2 b Qkq - 1 9,c8g4 e2g4 h4g4 f2g4,1452,76,94,2998,advantage opening short,https://lichess.org/13IZTcx2/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
TqavK,r2qk2r/pppb1ppp/2n1n3/2b5/2BN4/2P2Q2/PP4PP/RNB2RK1 b kq - 2 12,c6d4 f3f7,562,104,95,871,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/SZomqLc6/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
TqkFa,rn1qkbnr/ppp5/3pp2p/4N1pQ/3PPp2/8/PPP3PP/RNB1K2R b KQkq - 1 8,e8e7 h5f7,1175,76,94,605,mate mateIn1 oneMove opening,https://lichess.org/OvLaE5j1/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
TtVbz,r1bq1r2/ppp2Bbk/5n1p/4N3/5n2/2P5/PPQ4P/RN3RK1 b - - 2 16,h7h8 f1f4 f6e4 e5g6,2212,97,72,25,advantage hangingPiece opening short,https://lichess.org/PM1ohs65/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
TtXKY,r2qkb1r/ppp2Bpp/3p4/4N3/3nPP2/2NP4/PPP5/R1BbK2R b KQkq - 0 11,e8e7 c3d5,1114,78,76,1010,mate mateIn1 oneMove opening,https://lichess.org/aDmomSeh/black#22,Kings_Gambit Kings_Gambit_Other_variations
TtYMP,r1bq2kr/ppp1b1pp/2n5/3P3Q/5N2/8/PPP3PP/R1B2RK1 b - - 0 13,g7g6 f4g6 e7c5 g1h1,1291,77,91,1006,crushing defensiveMove opening short,https://lichess.org/kNk7g7wU/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
Twdjl,r3kbnr/1pp2ppp/p1b5/4q3/3PP3/8/PPP3PP/RNBQ1R1K b kq - 0 10,e5e4 f1e1 e8c8 e1e4,1213,79,92,538,advantage opening pin short,https://lichess.org/4s0egwGN/black#20,Kings_Gambit Kings_Gambit_Other_variations
Tx6D1,r2qkbnr/ppp2p2/2np3p/3N2p1/4Pp2/5R1P/PPPPB1P1/R1BQ2K1 b kq - 1 9,g8e7 d5f6,969,78,100,252,mate mateIn1 oneMove opening,https://lichess.org/wtqPBvNV/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
Tz8La,r1b2k1r/pp1pnp1p/5N2/4pp2/1Q1P4/2P5/PP5q/nNBK1B2 b - - 0 18,h2f2 c1h6,1065,91,95,1952,mate mateIn1 oneMove opening,https://lichess.org/z6dzOClE/black#36,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
TzNNX,r2qkbnr/ppp2ppp/3p4/3N4/2Q1Ppb1/5P2/PPPP3P/R1B1KB1R b KQkq - 0 8,g4f3 d5c7 d8c7 c4c7,1251,77,92,3195,crushing fork opening short,https://lichess.org/csmgbPCq/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
TzfCs,rn1qkbr1/pp1b1p1p/2P4n/4B3/2B1P3/5Q2/PPP3PP/RN3RK1 b q - 0 12,b8c6 c4f7 h6f7 f3f7,1329,75,95,3543,attackingF2F7 fork mate mateIn2 opening short,https://lichess.org/EEXFdvSl/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
U08PW,rnbq1rk1/pp3Bpp/2pb1n2/4N2Q/3P1p2/8/PPP3PP/RNB2RK1 b - - 0 10,g8h8 e5g6,1180,87,0,101,mate mateIn1 oneMove opening pin,https://lichess.org/nFBhJauO/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
U1zd6,rn3rk1/pp3ppp/1bpp1q2/8/3PPpb1/1B3N2/PPP3PP/R1BQ1RK1 b - - 3 13,b6d4 d1d4 f6d4 f3d4,1625,74,89,176,advantage opening short,https://lichess.org/6zAuV13x/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
U46yY,rnb1k1nr/ppp2pb1/3p3p/8/2BPPRpq/8/PPP3PN/RNBQ2K1 b kq - 0 9,g8f6 e4e5 d6e5 d4e5,1887,77,93,4873,crushing opening short,https://lichess.org/cCGmBOjd/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
U4ddl,r1bq1knr/ppp1b1pp/2n5/7B/3P1p2/1QP2N2/PP4PP/RN3RK1 b - - 1 12,g8f6 b3f7,741,95,99,1466,mate mateIn1 oneMove opening,https://lichess.org/DwTafyBx/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
U4kFs,rn3rk1/ppp1bppp/5n1q/3NN3/2BP1pb1/3Q4/PPP3PP/R1B2K1R b - - 2 11,e7d6 d5f6 h6f6 e5g4,1492,77,87,206,crushing kingsideAttack opening short,https://lichess.org/b3KPHqpo/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
U6Oce,rnb2knr/ppp2pp1/1b2q2p/1B6/3P1p1P/2N2N2/PPP2KP1/R1BQR3 b - - 4 10,e6g4 e1e8,720,87,64,55,mate mateIn1 oneMove opening operaMate,https://lichess.org/if02NHWz/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
U85Qz,r1bq3r/pppn1kpp/1b1p2n1/6N1/3PP3/2P3p1/PP1NQ2P/R1B2RK1 b - - 1 12,f7g8 e2c4 d6d5 c4d5,1480,76,86,687,mate mateIn2 opening short,https://lichess.org/nKXCY7VQ/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bonsch-Osmolovsky_Variation
U8Q0s,rnbqk1nr/ppp2ppp/8/4N3/2BbpP2/8/PPP3PP/RNBQK2R b KQkq - 1 6,d4e5 c4f7 e8e7 d1d8 e7d8 f4e5,1733,76,86,603,attackingF2F7 crushing long opening,https://lichess.org/seWX8b0C/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
U9cLP,rnbqk2r/ppppn1b1/7p/4P1pQ/2BN1p2/8/PPPP2P1/RNB1K2R b KQkq - 3 9,e8f8 h5f7,867,83,83,142,mate mateIn1 oneMove opening,https://lichess.org/109cl7Ir/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
UApFh,r2qkb1r/ppp2pp1/2n4p/4pP2/2B1Nnb1/3P1N2/PPP2B1P/R2Q1K1R b kq - 3 12,c6a5 c4f7 e8f7 f3e5,1561,77,82,124,advantage attackingF2F7 attraction opening short,https://lichess.org/2HzIwx88/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UAx9B,r2qk2r/1ppbb1p1/p2p1n1p/4p2Q/2BnP2N/P1NP3P/1PP3P1/R1B2RK1 b kq - 3 12,f6h5 c4f7 e8f8 h4g6,1966,78,89,169,fork mate mateIn2 opening short,https://lichess.org/zPwYdCTq/black#24,Kings_Gambit Kings_Gambit_Other_variations
UBLRT,r1bq3r/pppp1k1p/6p1/2b1P3/4n3/5Q2/PPP3PP/RNB2R1K b - - 0 10,f7g7 f3f7,900,77,98,530,mate mateIn1 oneMove opening,https://lichess.org/Ydq2Kcdt/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UCh7a,rnbqk2r/pp2bppp/8/2pN4/2P2p2/1B1n1N2/PP1P2PP/R1BQ1RK1 b kq - 6 10,e8g8 d1e2 f8e8 e2d3,1903,75,94,6903,crushing master opening short,https://lichess.org/adQcwag2/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
UDqvO,rnb1kbnr/ppp2ppp/4q3/8/5p2/2N2N2/PPPP1KPP/R1BQ1B1R b kq - 1 6,f8d6 f1b5 c7c6 h1e1,1732,74,94,14051,advantage clearance opening pin short,https://lichess.org/XRbzBwb0/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit_Accepted
UE63P,r1b2rk1/ppppbppp/2n2n2/4p1B1/2B1P1q1/3P1N2/PPP1N1PP/R2Q1R1K b - - 10 10,f6h5 g5e7 c6e7 f3e5,2005,79,89,2304,advantage opening short,https://lichess.org/mXiUEDAB/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UEHtc,r1b1kbnr/ppp2p1p/2np1q2/7Q/2B1PB2/3P4/PPP3PP/RN3RK1 b kq - 1 9,c6e5 f4e5 f6e5 h5f7 e8d8 f7f8,1454,82,92,68,attackingF2F7 crushing deflection long opening,https://lichess.org/f0hSDSxN/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
UFTf3,r2qkb1r/ppp2ppp/2np1n2/8/1PB1Ppb1/1QP2N2/P2P2PP/RNB1K2R b KQkq - 2 7,g4f3 c4f7 e8d7 b3e6,972,101,89,59,attackingF2F7 mate mateIn2 opening short,https://lichess.org/HWUZ2Vtl/black#14,Kings_Gambit Kings_Gambit_Other_variations
UFzQb,r1b2knr/ppp3pp/1bnp1q2/6N1/3PPB2/2P5/PP4PP/RN1Q1RK1 b - - 2 10,f6g6 f4d6 f8e8 f1f8,1141,83,93,4094,crushing discoveredCheck doubleCheck opening short,https://lichess.org/pGVHJkkv/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
UGW7U,rn1q3r/ppp2kp1/3p4/2b1p1Np/4PPbR/3P4/PPP5/RNBQK3 b Q - 1 11,f7g8 d1g4 h5g4 h4h8 g8h8 g5f7 h8g8 f7d8,1783,75,95,17627,advantage attraction fork opening sacrifice veryLong,https://lichess.org/qiDPwArc/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
UH4yS,rnbq1bkr/pp1p2pp/2p5/4N2Q/4Pp2/2N5/PPPP2PP/R1B1K2R b KQ - 0 8,f8d6 h5f7,855,81,100,174,mate mateIn1 oneMove opening,https://lichess.org/fgBd5Utp/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
UJ4OB,r2q1knr/ppN2ppp/2nB4/2b5/4P3/3P1QP1/PPP5/R3KB1R b KQ - 2 12,c5d6 c7e6 f8e7 e6d8,1064,80,88,734,crushing opening pin short,https://lichess.org/mQCZ00If/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
UJBkp,r2q1b1r/pppk1Bpp/2np4/4p3/4nPb1/1QP2N1P/PP1P2P1/RNB1K2R b KQ - 0 8,g4f3 b3e6,904,85,89,608,mate mateIn1 oneMove opening,https://lichess.org/4PRxe4Vj/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UK2MU,rnbq2nr/pppp3p/2k4b/5Q2/3PP2P/8/PPP3P1/RNB1KB1R b KQ - 2 10,d7d6 f5b5,1696,80,83,601,mate mateIn1 oneMove opening,https://lichess.org/GZgRgzwY/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
UKfbQ,rn1q1rk1/ppp1bppp/8/3n4/4QPb1/2NB1N2/PPP3PP/R1B2R1K b - - 1 11,d5c3 e4h7,720,95,97,364,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/4Qso8gfu/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
ULQDF,r1bqr1k1/ppp2ppp/2n5/4P3/1b1PQ3/2NB4/PP4PP/R1B1K2R b KQ - 2 12,d8d4 e4h7 g8f8 h7h8 f8e7 c1g5,1007,77,88,197,crushing kingsideAttack long opening,https://lichess.org/2fdo7IOj/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
UMG2E,r2q1bkr/ppp2p2/5n1p/3P4/2BP2bQ/2P5/PP4PP/RN3R1K b - - 1 17,h6h5 h4f6 d8f6 f1f6,2268,76,85,114,advantage opening short,https://lichess.org/AkNumPDb/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
UMcSq,rn2k2r/ppp1bp1p/1q2bn2/3B2B1/3P4/2N5/PPP3PP/R2QR1K1 b kq - 6 13,f6d5 c3d5 e6d5 e1e7,1475,77,89,3398,advantage opening short,https://lichess.org/VWRgnn52/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
UN6p9,r1bq2nr/pppkbNp1/2n4p/7Q/3pP3/8/PPP3PP/RNB2RK1 b - - 5 11,d8e8 h5f5,2075,85,88,1787,mate mateIn1 oneMove opening,https://lichess.org/NKsXi2wR/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UNuKz,rn1qk2r/ppp1bB1p/7p/4p3/3P2b1/5N2/PPP3PP/RN1QK2R b KQkq - 0 9,e8f7 f3e5 f7g7 d1g4,1355,77,96,26507,crushing discoveredAttack fork opening short,https://lichess.org/VX7S2Ahb/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
UNzD5,rnbk1b1r/pp1p1Bpp/8/3N4/3pP3/2P5/Pq2p1PP/1N2Q1KR b - - 1 17,d4c3 e1h4 g7g5 h4g5 f8e7 g5e7,1006,85,92,877,long mate mateIn3 opening,https://lichess.org/Lm6N0Fr5/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
UOKxg,r1bq1bnr/ppp3p1/2n3kp/4QB2/4P3/5N2/PPPP2PP/RNB1K2R b KQ - 3 10,c8f5 e5f5,1325,76,94,1803,mate mateIn1 oneMove opening,https://lichess.org/VbevsFLV/black#20,Kings_Gambit Kings_Gambit_Other_variations
UOYiZ,rnb1kQ1r/pp1p2pp/1b1B4/4P2q/3P2n1/2P5/PP4PP/RN3RK1 b kq - 4 15,h8f8 f1f8,983,103,95,89,mate mateIn1 oneMove opening operaMate,https://lichess.org/JCqEY1tJ/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
UOuIP,rnb1kbnr/pppp1p1p/8/4N3/3Pq3/8/PPP1BQ1P/RNB1K3 b Qkq - 1 10,d7d6 f2f7 e8d8 f7f8,1302,83,93,5307,attackingF2F7 deflection mate mateIn2 opening short,https://lichess.org/sH5pNXW8/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
UOzHf,r1b1r1k1/pppp1ppp/2n5/4P3/2BP1Qnq/2P5/PP4PP/RNB2K1R b - - 0 11,d7d6 f4f7 g8h8 f7e8,1359,80,79,124,backRankMate fork mate mateIn2 opening short,https://lichess.org/luC1cdRi/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
UP3FJ,r2q1rk1/pp1nbppp/3p4/2pP3n/4P1b1/P3BN2/1PPNB1PP/R2Q1RK1 b - - 0 11,d7e5 f3e5 g4e2 d1e2 h5g3 h2g3,1323,89,82,48,crushing long opening,https://lichess.org/TnZStk5h/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
UPV37,r2q1rk1/ppp1bppp/2np1n2/4P3/4P1b1/2NP1N2/PPP1B1PP/R1BQ1RK1 b - - 0 8,g4f3 e5f6 f3e2 f6e7,1683,75,87,117,advancedPawn crushing opening short,https://lichess.org/JduYqcSE/black#16,Kings_Gambit Kings_Gambit_Other_variations
UPYGz,r1b1k1nr/ppppqpbp/4n3/7Q/2B1P3/2N5/PPP3PP/R1B2RK1 b kq - 4 11,e7c5 h5c5 e6c5 c4f7 e8d8 c1g5,1960,75,89,233,advantage attackingF2F7 long opening,https://lichess.org/htsn2Wlr/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
UReFQ,r2q1rk1/ppp3pp/1bn1pn2/8/3PP3/1Q3N2/PP4PP/RNB2R1K b - - 2 12,f6e4 b3e6 g8h8 e6e4,989,88,67,59,advantage fork opening short,https://lichess.org/L3SYN9UX/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
URnVj,r1bq1rk1/ppp2pp1/2n3n1/6NQ/3b1B2/3p4/PPP3PP/RN3R1K b - - 3 13,f7f6 h5h7,920,141,43,10,mate mateIn1 oneMove opening,https://lichess.org/KrQkrrvz/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
USDYe,rnbqkbnr/pppp3p/8/6p1/2B1PpQP/8/PPPP2P1/RNB1K2R b KQkq - 0 7,f8e7 g4h5 e8f8 h5f7,1155,80,87,376,mate mateIn2 opening short,https://lichess.org/WRljxepx/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
UT80K,rn2k2r/pppbnp1p/7b/4q3/4NppP/3Q4/PPPBN1P1/R3KB1R b KQkq - 1 13,e7d5 d3d5 e5d5 e4f6 e8d8 f6d5,1564,74,81,90,attraction crushing fork long opening sacrifice,https://lichess.org/JcP7ioBl/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
UTdcK,r1bqk2r/pppp4/2n4p/2b1PnpQ/2B2p2/8/PPPN2PP/RNB1R2K b kq - 3 12,e8e7 h5f7,1069,83,95,125,mate mateIn1 oneMove opening,https://lichess.org/u3DiF5eN/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UUTog,r1b2rk1/ppp2pp1/2n1qn1p/3P4/1b3B2/2NB1N2/PPP3PP/R2Q1RK1 b - - 0 11,f6d5 c3d5 e6d5 d3h7 g8h7 d1d5,1577,76,94,19480,crushing discoveredAttack long opening,https://lichess.org/enIV8v7Q/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit_Accepted
UUamG,r1bqk2r/pppp1ppp/8/2b1P3/2B1n3/4BQ2/PPP3PP/RN2K2R b KQkq - 0 8,d8h4 g2g3 h4e7 f3e4,1281,75,94,18988,crushing defensiveMove opening short,https://lichess.org/aNXoZXQr/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
UUgdd,rnb1k2r/pp1p4/2p3qn/2bP3p/2B1PRp1/2N5/PPP3P1/R1BQ3K b kq - 2 13,c5d6 d1d4 d6f4 d4h8,2359,78,91,569,advantage opening short,https://lichess.org/vaLKSr77/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
UV1ob,r1bq1bnr/pppn1Qpp/3k4/8/2B1pP2/2N5/PPPP2PP/R1B1K2R b KQ - 7 9,d8e7 f7d5,1096,90,93,1081,mate mateIn1 oneMove opening,https://lichess.org/c4DB2w1d/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
UWJQX,rnbq2kr/ppp3p1/1b1p2Np/8/3PP3/8/PPP3PP/RN1Q1RK1 b - - 3 12,d8g5 f1f8 g8h7 f8h8 h7g6 h8c8,1418,76,97,11437,advantage fork long opening skewer,https://lichess.org/UhW5TDL0/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
UWRrk,r2qk2r/ppp2p2/1b2bn1p/4N1p1/2BP4/8/PPP1Q1PP/RN2K2R b KQkq - 2 13,b6d4 e5f7 d8e7 c4e6,2321,80,86,456,advantage attackingF2F7 fork opening pin short,https://lichess.org/4lO2Vc22/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
UWc7J,rnb1kb1r/ppppqppp/5n2/8/2B1P3/2N2NP1/PPPP4/R1BQK2R b KQkq - 2 7,f6e4 c3d5 e7d6 d1e2,2286,77,90,689,advantage opening pin short,https://lichess.org/gpAIzfYb/black#14,Kings_Gambit_Declined Kings_Gambit_Declined_Keene_Defense
UXwHv,r2qkbnr/1pp2Bpp/p2p4/4N3/4P3/2N5/PPPP2PP/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1350,152,60,62,mate mateIn1 oneMove opening,https://lichess.org/OHX9SJcW/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UYdjs,rnb1kbnr/ppp2ppp/8/4N3/5p1q/3PpQP1/PPP4P/RNB1KB1R b KQkq - 0 7,f4g3 f3f7 e8d8 f7f8,1207,82,93,1433,attackingF2F7 deflection mate mateIn2 opening short,https://lichess.org/vp73LDTo/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
UYmdK,rnbq3r/pp3kpp/2pb4/8/3P1N2/2P5/P1P3PP/R1BQ1RK1 b - - 0 11,h8e8 f4e6 f7g8 e6d8,2262,79,91,1776,crushing discoveredAttack discoveredCheck opening short,https://lichess.org/Q8iQ3TPp/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
UZSEa,r1b1k1nr/ppppq1pp/8/8/5B2/8/PbP1B1PP/RN1QR1K1 b kq - 1 11,e7b4 e2h5 e8d8 e1e8,1378,76,93,2938,discoveredCheck doubleCheck mate mateIn2 opening operaMate short,https://lichess.org/U7VtGGUS/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
Uc52H,rnb1k1nr/ppp2ppp/3p1q2/4p3/1b2P3/2NP1N2/PPPBB1PP/R2QK2R b KQkq - 1 7,c8g4 c3d5 b4d2 f3d2 f6h4 g2g3 g4e2 d5c7 e8d7 d1e2,2780,121,86,486,advantage fork opening sacrifice veryLong,https://lichess.org/hHuUtwWu/black#14,Kings_Gambit_Declined Kings_Gambit_Declined_Norwalde_Variation
UcY1X,r1bq1kr1/pppp2b1/2n5/4P1NQ/3P1p2/7P/PPP3P1/R1B2K1R b - - 0 14,d8e7 g5h7,1082,75,98,1743,mate mateIn1 oneMove opening,https://lichess.org/ksSEEdBT/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
UcZfe,r2q2kr/p3b1pp/2Q1b1n1/2p1P1B1/8/3P4/PPP3PP/RN3RK1 b - - 0 14,e6d7 c6d5 d7e6 d5e6,1542,77,93,2842,kingsideAttack mate mateIn2 opening short,https://lichess.org/0snIm5ro/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
UdMMR,rnbk2nr/ppppb1Qp/8/4P3/7q/8/PPP3PP/RN3R1K b - - 1 15,h4c4 f1f8 e7f8 g7f8,1157,80,78,149,mate mateIn2 opening sacrifice short,https://lichess.org/rXqdB9he/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
UdUk2,r1bq1b1r/ppppk1pp/5P2/6Q1/3n1p2/8/PPPP2PP/RNB1K1NR b KQ - 0 8,g7f6 g5c5 e7f7 c5d4,1074,78,87,1195,advantage fork opening short,https://lichess.org/KizsppiB/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
Udhwt,rn1qk2r/ppp1npbp/3p4/6p1/2BPPpb1/2P2NP1/PP5P/RNBQ1RK1 b kq - 0 8,f4g3 c4f7 e8f7 f3g5 f7e8 d1g4,1585,77,94,13745,attackingF2F7 attraction crushing discoveredAttack discoveredCheck doubleCheck long opening,https://lichess.org/0Rh1lcuI/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Mayet_Gambit
UdlI3,rnb1k1nr/ppp2q1p/3pP2b/8/3P1B2/5Q2/PPP3PP/RN3RK1 b kq - 0 11,f7f4 f3h5 e8d8 f1f4,1225,76,72,147,advantage discoveredAttack opening short,https://lichess.org/CFoDi7EX/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
UfKj8,rn2kbnr/ppp2p1p/8/3B4/3PPBb1/8/PPP3PP/RN3RK1 b kq - 0 10,c7c6 d5f7 e8f7 f4b8,2439,89,75,122,attackingF2F7 crushing discoveredAttack discoveredCheck master opening short,https://lichess.org/7ezKNLaY/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
Ufl6x,rnbqk2r/pp2bppp/8/2pn4/2B2p2/3P1N2/PPP3PP/RNBQR1K1 b kq - 3 8,e8g8 c4d5 d8d5 e1e7,1467,78,87,1417,advantage capturingDefender opening short,https://lichess.org/EEV8xavt/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Mafia_Defense
Ugj62,rnbq1rk1/ppp2p2/7p/3nP1p1/2B2p2/2PQ4/PP1N2PP/R1B2RK1 b - - 0 12,d5e3 d3g6 g8h8 g6h6,1661,76,94,772,crushing kingsideAttack opening pin short,https://lichess.org/OWV0939M/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
UgtM3,rn1q1rk1/ppp1bppp/3p4/7n/2B1P1bP/3PBN2/PPPN2P1/R2QK2R b KQ - 4 9,e7h4 h1h4 d8h4 f3h4,1809,75,86,77,advantage opening short,https://lichess.org/y2VkyQNt/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
UhCmq,r1bq1rk1/ppppn1pp/2nb4/4P3/5p2/2PB1N2/PP4PP/RNBQ1RK1 b - - 0 9,c6e5 f3e5 d6e5 d1h5 e7g6 d3g6 h7g6 h5e5,2240,81,86,624,advantage capturingDefender clearance opening veryLong,https://lichess.org/lV335hOT/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UhouD,rnbqr1Qk/pp1n2pp/2p2b1N/8/5B2/2N5/PPP3PP/2KR1B1R b - - 8 16,e8g8 h6f7,1139,227,100,12,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/ExQ8SrbS/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
Ui1jb,r2qk2r/ppp3pp/1bn5/4p3/4n1b1/2P5/PP1NB1PP/RNBQ1R1K b kq - 1 12,e4f2 f1f2 b6f2 e2g4,1067,109,88,19,advantage opening short,https://lichess.org/xqophrtO/black#24,Kings_Gambit Kings_Gambit_Other_variations
UifwV,r1bqk2r/pp3pp1/5n1p/2p1b3/3pPB2/3P4/PPPNB1PP/R2Q1RK1 b kq - 1 12,d8c7 f4e5 c7e5 d2c4 e5e7 e4e5,1659,76,87,104,attraction crushing long opening,https://lichess.org/Ng9yUiu8/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Mafia_Defense
UjbHf,rnbqk2r/pp2bppp/8/3pN3/3P1B2/8/PPP2KPP/RN1Q1R2 b kq - 0 12,f7f6 d1h5 g7g6 e5g6,1235,81,93,944,advantage opening short,https://lichess.org/WcvfeNvf/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
