PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
UkB1f,rnbq1bnr/pppp1Q1p/3k4/4p1p1/2B1Pp2/2N5/PPPP2PP/R1B1K2R b KQ - 5 8,d8e7 f7d5,1137,75,99,626,mate mateIn1 oneMove opening,https://lichess.org/RK01MN0V/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
UlgFN,rn1qkbnr/ppp2p1p/3p4/6Bb/2BPP3/5NpP/PPP5/RN1QK2R b KQkq - 0 8,h5f3 d1f3 d8g5 f3f7 e8d8 f7f8,2138,84,91,2682,advantage attackingF2F7 deflection long opening,https://lichess.org/J8ZIIIJH/black#16,Kings_Gambit Kings_Gambit_Other_variations
UlzMo,rn2Qbkr/pp4pp/2ppb3/4p1P1/3q4/8/PPP3PP/RNB2R1K b - - 3 12,b8d7 e8e6,1362,79,91,2783,hangingPiece kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/kLQFFxFV/black#24,Kings_Gambit Kings_Gambit_Other_variations
UnQ5i,r1b1k1nr/ppp2pbp/2np2q1/6B1/2BPP3/2P1Q3/PP4PP/RN3RK1 b kq - 4 11,g8e7 c4f7 g6f7 f1f7,975,88,95,5334,advantage attackingF2F7 fork opening short,https://lichess.org/veB9dEKQ/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
UoFfR,rnb1k2r/pp2np1p/3p2qb/8/3P1p2/2PB1Q2/PP1N2PP/R1B2RK1 b kq - 1 12,g6f6 d2e4 f6g6 c1f4 h6f4 f3f4,2031,87,85,60,advantage discoveredAttack long opening,https://lichess.org/OXfOAd0U/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
UpDC5,r2qk2r/ppp2ppp/5n2/2bp1RB1/6n1/1B1P4/PPP3PP/RN1Q3K b kq - 2 12,g4f2 f5f2 c5f2 d1e2,1258,76,87,252,advantage opening sacrifice short,https://lichess.org/JeSs3uiZ/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UpDeN,r1kq2nr/ppp2Bpp/2n5/8/3BP1b1/5N2/PP4PP/RN1Q1RK1 b - - 0 12,c6d4 d1d4 d8d4 f3d4,1339,76,84,365,crushing opening short,https://lichess.org/9vDrLKON/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UpkQG,r2qk1nr/ppp2ppp/2n5/2bpP3/5p2/5B2/PPPP2PP/RNBQ1R1K b kq - 2 8,c6e5 f1e1 g8e7 e1e5,2107,75,86,545,advantage opening pin short,https://lichess.org/ej7ajBUF/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
Uqsvk,rnb1kb1r/ppp2p1p/3p3n/8/2BPP1p1/3NKpP1/PPP3qP/RNBQ3R b kq - 4 11,f8e7 d3f4 e7g5 c4f1 g2h1 f1b5,1949,79,77,57,advantage clearance long opening sacrifice,https://lichess.org/SoE7trie/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Salvio_Gambit
UrM1e,r1bqk1nr/ppp3pp/2np1p2/2b1NP2/2B1P3/8/PPPP2PP/RNBQK2R b KQkq - 0 6,f6e5 d1h5 g7g6 f5g6,1106,81,93,193,advantage opening short,https://lichess.org/T6KPVMvE/black#12,Kings_Gambit Kings_Gambit_Other_variations
UrYqB,rnb1k1nr/ppp2ppp/1q6/8/3P1p2/5N2/PPP1B1PP/R1B1Q1K1 b kq - 0 10,c8g4 e2b5 e8f8 e1e8,1317,79,92,2068,discoveredCheck doubleCheck mate mateIn2 opening short,https://lichess.org/MpdB2u68/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
Us4Q8,rnbq1bnr/ppp1k3/6Qp/4Pp2/2B1P3/8/PPPP2PP/RNB1K2R b KQ - 0 8,b8c6 g6f7,1246,75,99,3419,mate mateIn1 oneMove opening,https://lichess.org/MNtza43x/black#16,Kings_Gambit Kings_Gambit_Other_variations
UsH9N,rn1q1rk1/ppp2pp1/3n4/5RNQ/3b4/8/PPP3PP/RNB4K b - - 0 13,d6f5 h5h7,912,78,100,210,mate mateIn1 oneMove opening,https://lichess.org/Z0P1aEti/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
UssJQ,rnbq1knr/pppp3p/5p1b/7Q/2B1Pp1P/8/PPPP2P1/RNB1K2R b KQ - 4 9,h6g7 h5f7,710,116,94,356,mate mateIn1 oneMove opening,https://lichess.org/w1XsXvUe/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
UullF,r2qk1nr/pppn1pbp/3p4/6Nb/2BPP3/2N3pP/PPP5/R1BQ1RK1 b kq - 0 10,h5d1 c4f7 e8e7 c3d5 e7f8 g5e6,1929,73,94,18101,attackingF2F7 long mate mateIn3 opening,https://lichess.org/f3O9RKn9/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
Uv71s,rn2kb1r/p3qppp/2p5/1p1Nn3/5pb1/1B3N2/PPPP2PP/R1BQR1K1 b kq - 0 11,c6d5 b3d5 b8c6 d5c6 e5c6 e1e7,2336,88,88,1968,advantage long opening,https://lichess.org/envsqNO5/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
UvxH5,r2qr1k1/ppp2ppp/7b/4Pn2/4QpbP/1BN5/PPP3P1/R1B2K1R b - - 0 17,f5e3 c1e3 f4e3 e4g4,1329,74,95,2901,advantage opening short,https://lichess.org/Bl4LNsG0/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
UwFCo,r2qk2r/ppp2ppp/3p4/4p2Q/2BnPP1b/3Pn3/PPPR2PP/RNB3K1 b kq - 8 12,h4e1 h5f7,911,81,100,85,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/Is7bQBLc/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
UwcJJ,r1bq3r/ppp3b1/2np1nkp/4P1N1/3P3P/2N3p1/PPP5/R1BQ1RK1 b - - 0 12,d6e5 h4h5 f6h5 d1d3 e5e4 d3e4 c8f5 e4f5,1967,79,93,990,mate mateIn4 opening veryLong,https://lichess.org/z1g89gOq/black#24,Kings_Gambit Kings_Gambit_Other_variations
UxMB9,r1bqk2r/pp3ppp/8/2bpP2Q/3n1B2/2PB4/PP4PP/RN3RK1 b kq - 0 11,d4c2 g1h1 g7g6 h5f3,2496,83,92,116,advantage defensiveMove opening short,https://lichess.org/QFHJMhVK/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
UyiDB,2kr2nr/ppp2p1p/2n4b/3pPb2/3P2p1/2P2q2/PP1BN2P/RNKQ1BR1 b - - 1 14,f3e4 e2g3 h6d2 d1d2 e4c2 d2c2 f5c2 c1c2,1840,79,82,59,advantage opening veryLong,https://lichess.org/ezMf38gY/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
UyiJq,rnb1k1nr/pppp1ppp/8/2b1P3/8/2N3P1/PPqPQ2P/R1B1KBNR b KQkq - 1 6,b7b6 e2f3 b8c6 f1d3 c6e5 d3c2 e5f3 g1f3,2586,115,89,1061,advantage clearance opening trappedPiece veryLong,https://lichess.org/0DkSxeFa/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
UzauV,rn1q1r2/ppp1k1b1/5n1p/4PQ2/7P/8/PPP3P1/RNB2RK1 b - - 0 15,f6d5 c1g5 h6g5 f5g5 e7d7 g5g7,1534,75,90,1012,crushing exposedKing fork long opening sacrifice,https://lichess.org/aC0EP41a/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
V0c70,rnbq2nr/ppp2kbp/3p4/4N1p1/4P3/6p1/PPPP3P/RNBQ1RK1 b - - 1 8,f7e7 f1f7 e7e8 d1h5,2203,76,86,104,crushing fork opening short,https://lichess.org/Crny7Xjl/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
V1SVQ,r2q2kr/pppbb1p1/5n1p/4P3/5R2/2N5/PPP3PP/R1BQ2K1 b - - 0 14,f6h7 d1d5 d7e6 d5e6,1455,134,88,24,kingsideAttack mate mateIn2 opening short,https://lichess.org/ZjMgvVE6/black#28,Kings_Gambit Kings_Gambit_Other_variations
V2y23,r1bq3r/ppp2kpp/2n5/8/8/5N2/PPPP1bPP/RNB2Q1K b - - 1 11,f2b6 f3g5 f7g6 f1f7,2039,84,88,91,crushing discoveredCheck doubleCheck opening short,https://lichess.org/YdWMrNhr/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
V3CSN,r1b3kr/ppqnb1pp/2p5/3Pp1N1/8/1QPP4/PP4PP/RNB2RK1 b - - 0 12,e7g5 d5d6,900,77,80,165,discoveredAttack discoveredCheck mate mateIn1 oneMove opening,https://lichess.org/7yd81aIB/black#24,Kings_Gambit Kings_Gambit_Other_variations
V3OUt,rnb1k2r/ppp1np2/1b1p1q2/7p/2BPPR2/2P4p/PP4PN/RNBQ2K1 b kq - 0 13,f6g6 c4f7 g6f7 f4f7,953,84,96,1169,advantage attackingF2F7 fork opening short,https://lichess.org/GlviQpcQ/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
V4cyJ,r1bqk2r/ppp1n1pp/3p4/4b3/2B2p2/2N5/PPP1Q1PP/R1B2RK1 b kq - 1 11,c7c6 c1f4 e5f4 f1f4,1943,75,74,223,advantage opening short,https://lichess.org/JeAWDZ6U/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
V4f4r,r2qk1nr/ppp1b1pp/2np4/3Q4/4P3/5NP1/PPP5/RNB1K2R b KQkq - 0 10,d8d7 h1h7 h8h7 d5g8 e7f8 g8h7,1968,76,95,3659,advantage attraction deflection exposedKing fork long opening,https://lichess.org/lr9HA19A/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
V4vfg,rn1qk2r/ppp2ppp/5n2/3P4/4N2b/5Q2/PPPP2Bp/R1B2R1K b kq - 3 11,f6e4 f3f7,1507,82,60,305,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/0di6KAjj/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
V5HTS,r1bqkbnr/ppp2B1p/3p4/4n3/4P3/5QP1/PPPP3P/RNB2RK1 b kq - 0 10,e8d7 f3f5 d7c6 f7d5,1290,79,81,356,advantage opening short,https://lichess.org/WftC3dvT/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
V6H78,r2qk2r/ppp1bppp/4bn2/4p3/2P1P3/2NPB3/PP4PP/R2QKB1R b KQkq - 3 9,e7b4 d1a4 c7c6 a4b4,967,90,95,1321,crushing fork opening short,https://lichess.org/mqfE5qo4/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
V6oay,r2qk2r/ppp1bppp/2n2n2/4P3/2B1P1b1/2N2N2/PPP3PP/R1BQK2R b KQkq - 0 8,c6e5 d1d8 a8d8 f3e5,1707,79,94,15644,advantage intermezzo opening short,https://lichess.org/0Wk2Goen/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
V9OFT,rn1qkbnr/ppp2p2/3p3p/4N1p1/2B1Ppb1/2N5/PPPP2PP/R1BQ1RK1 b kq - 3 7,g4d1 c4f7 e8e7 c3d5,1324,78,86,1511,attackingF2F7 mate mateIn2 opening short,https://lichess.org/lBhAsKqb/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
V9PS8,rnbq1bnr/ppp3k1/7p/4N1pQ/3P1p2/8/PPP3PP/RNB1K2R b KQ - 2 9,c8f5 h5f7,1155,76,89,370,mate mateIn1 oneMove opening,https://lichess.org/VqPOKIyy/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
V9p5v,r3kbnr/ppp2ppp/2np4/8/3PP3/2P2Bq1/PP6/RNBQ1K1R b kq - 0 10,e8c8 f3g4 c8b8 h1h3 g3h3 g4h3,1813,75,88,201,crushing long opening trappedPiece,https://lichess.org/VGz2vLsW/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
VAfTt,r1bqk2r/ppp1nppp/8/2bpP3/3N1P2/3Q4/PPP3PP/RNB2RK1 b kq - 0 9,c8f5 d3b5 f5d7 b5c5,1163,76,100,122,advantage fork master opening short,https://lichess.org/piwU1I0K/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
VB34E,rn1qk1nr/ppp2p2/3p3b/6pQ/2BPPp1p/2N5/PPP3PP/R1B2RK1 b kq - 1 10,g8f6 h5f7,1200,177,85,21,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/IHjOI3i8/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
VBSFW,r2qk1nr/pppn4/3pp2p/8/3PPB1b/8/PPP4N/RN1Q1RK1 b kq - 1 12,h4e7 d1h5 e8f8 f4h6,999,77,96,834,discoveredCheck doubleCheck mate mateIn2 opening pillsburysMate short,https://lichess.org/ZHZf82iS/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
VBrLE,rnb3nr/ppp5/3q2kp/8/2BPp1pP/8/PPP3P1/RN1Q1RK1 b - - 3 13,b8c6 h4h5 g6h5 c4f7,2187,80,82,86,attraction crushing opening short,https://lichess.org/EwqqmH6l/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
VCClt,r2qkb1r/ppp1n1pp/5p2/3NN3/2B1P1b1/8/PPPP2PP/R1BQ1RK1 b kq - 0 9,g4d1 d5f6 g7f6 c4f7,1909,73,96,20485,clearance mate mateIn2 opening sacrifice short,https://lichess.org/Xhn5ziTr/black#18,Kings_Gambit Kings_Gambit_Other_variations
VDA5t,2kr2nr/1ppb1p1p/p2p1q1b/N3P3/3P1p2/2P2Q2/PP4PP/R1B2RK1 b - - 0 15,d6e5 f3b7,555,99,71,109,mate mateIn1 oneMove opening queensideAttack,https://lichess.org/o6KW6M62/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
VE6b9,r1bq1rk1/ppp2pb1/2n3n1/3pP1p1/3P1p2/2PB1N2/PPQ3P1/RNB2RK1 b - - 1 13,g6h8 d3h7,678,105,94,191,mate mateIn1 oneMove opening,https://lichess.org/x1mhXZAM/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
VELnF,r2q1r1k/ppp3pp/2nb1p2/4p3/2B1b1QN/2P5/P1P3PP/R1B2R1K b - - 5 16,f6f5 h4g6 h7g6 g4h3 d8h4 h3h4,1677,76,96,5009,kingsideAttack long mate mateIn3 opening sacrifice,https://lichess.org/N9rvqxv4/black#32,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
VFvrd,rnbq1rk1/pp1p1ppp/2p2n2/8/2BPPB1b/2N2N2/PPP3PP/R2Q1K1R b - - 1 8,f6e4 c3e4 d7d5 e4d6 d5c4 d6c8,2720,114,90,2026,advantage hangingPiece long opening,https://lichess.org/LTkO8teY/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
VIIl5,r2qk1nr/ppp1nppp/3p4/3P4/1bPP1p2/2N2N2/PP4PP/R1BQK2R b KQkq - 2 10,g8f6 d1a4 d8d7 a4b4,1338,78,90,2598,advantage fork opening short,https://lichess.org/PD2loCXS/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
VIX8G,r2q1b1r/ppp2k1p/2np1np1/4P3/4P1b1/2N2N2/PPPP2PP/R1BQ1RK1 b - - 0 8,c6e5 f3e5 d6e5 d1g4,1791,75,79,85,advantage discoveredAttack opening pin short,https://lichess.org/FaTdk8QT/black#16,Kings_Gambit Kings_Gambit_Other_variations
VIZN1,r2q1rk1/ppbn1ppp/2p5/5b1n/2PPNp2/3Q1N2/PPB3PP/R1B2RK1 b - - 6 15,h5f6 e4f6 d7f6 d3f5,1046,157,33,34,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/tKJWWJtk/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
VLWHw,r1bq2kr/pppp2pp/8/2B1N3/4nP2/8/PPn3PP/RN1Q1RK1 b - - 0 10,c2a1 d1d5,1075,75,97,3490,mate mateIn1 oneMove opening,https://lichess.org/BxK3SkmK/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
VMb0Q,r1bqkRnr/ppp3p1/2n4p/2bQN3/3pP3/8/PPP3PP/RNB3K1 b - - 11 14,e8f8 d5f7,1350,77,94,5509,mate mateIn1 oneMove opening,https://lichess.org/e0TzmCw3/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
VNCp3,rn4kr/ppp3p1/8/7p/3Pn2q/4NQ2/PPP3Kb/RNB2R2 b - - 1 15,e4g5 f3f8 g8h7 f8g7 h7g7 e3f5 g7h7 f5h4,2387,80,91,5076,advantage attraction fork opening sacrifice veryLong,https://lichess.org/uj4K6vv6/black#30,Kings_Gambit Kings_Gambit_Other_variations
VODwa,r1bq3r/pppp1kpp/6nn/7Q/5R2/8/PPPP2PP/RNB3K1 b - - 0 10,f7g8 h5d5 h6f7 d5f7,1228,121,71,21,kingsideAttack mate mateIn2 opening short,https://lichess.org/JKHbcw3k/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
VPcG6,rnbq1r2/ppp1bpk1/7p/3p1N2/2B1nQ2/3P4/PPP3PP/RN3RK1 b - - 1 12,g7h7 f4h6 h7g8 h6g7,982,77,82,93,mate mateIn2 opening short,https://lichess.org/VUJfowZe/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
VQO7a,r2qkb1r/ppp1n1pp/3p1p2/4N2b/2B1P3/2P4P/PP1P2P1/RNBQ1RK1 b kq - 0 9,h5d1 c4f7,1280,99,44,65,mate mateIn1 oneMove opening,https://lichess.org/8Xd5GoV7/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
VR4RH,rnbqr1k1/ppp2ppp/3b4/8/8/2P1BN2/PPPQ2PP/R3KB1R b KQ - 4 9,d6f4 d2d8 e8d8 e3f4,951,78,88,336,advantage opening pin short,https://lichess.org/OfgrUXMT/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
VSgAr,r1bqk2r/pppp1ppp/2n5/2b1n3/3PP3/1B3N2/PPP3PP/RNBQK2R b KQkq - 0 7,c5d4 f3d4 d8h4 e1f1,2184,74,93,7616,advantage defensiveMove opening short,https://lichess.org/SoaghATt/black#14,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
VTYlJ,rn1q1rk1/ppp1npb1/7p/4NbpQ/2BP1p2/2P5/PP4PP/RNB1R1K1 b - - 2 11,f5g6 e5g6 e7g6 h5g6,1584,76,96,22469,advantage opening pin short,https://lichess.org/xKOrCfRA/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense
VVQSv,rnbq1bnr/ppp3pp/1k1P4/4Q3/3PpP2/8/PPP3PP/R1B1KBNR b KQ - 0 10,f8d6 e5b5,1103,80,71,88,mate mateIn1 oneMove opening,https://lichess.org/VC7FG2ig/black#20,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
VVTZN,r1bqk1nr/pppp1ppp/3b4/4n3/2B1P3/5N2/PPPP2PP/RNBQK2R b KQkq - 1 5,g8f6 f3e5 d6e5 d2d4 e5h2 h1h2,1888,75,84,314,advantage long opening,https://lichess.org/z8m0ARUW/black#10,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
VVe1a,rnbqkb1r/ppp2ppp/8/3n2N1/2B2p2/8/PPPPQ1PP/RNB1K2R b KQkq - 1 7,c8e6 g5e6 f7e6 e2e6,1437,78,94,3407,advantage opening short,https://lichess.org/511p72T9/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
VWeQ4,rn3rk1/pp3ppp/2pp4/4P1qn/2BP1Nb1/3Q4/PPP5/R1B2K1R b - - 0 15,h5f4 d3h7,505,94,97,320,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/9DB2ImKm/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
VX4DG,rnbqkb1r/ppp2p1p/8/8/2p1PQ2/8/PPPP2PP/RNB2RK1 b kq - 1 9,f8d6 f4f7,911,100,83,40,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/Nc9InUJF/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Salvio_Gambit
VXDX8,rnbq1bnr/ppp3kp/3p4/6pQ/2B1Pp2/8/PPPP2PP/RNB1K2R b KQ - 3 7,h7h6 h5f7,924,88,85,43,mate mateIn1 oneMove opening,https://lichess.org/bWDB3uNY/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
VYaDm,r1b2bnr/pppk3p/2np1p2/5qpQ/3P4/4B3/PPP1B1PP/RN2K2R b KQ - 1 11,c6e7 e2g4 f5g4 h5g4,1083,241,0,3,advantage opening pin short,https://lichess.org/rLrA0Sak/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
VaiMP,rnbqkbnr/ppp3pp/3p4/8/2BNpp2/8/PPPP2PP/RNBQ1RK1 b kq - 1 6,d6d5 d1h5 g7g6 h5e5,1581,75,79,313,advantage opening short,https://lichess.org/cgF1Kyho/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
Vb29C,rnbq1rk1/ppp2pp1/3p1n2/2b1p1P1/2B1PP2/2P5/PP1P2P1/RNBQK2R b KQ - 0 8,f6e4 d1h5 c5f2 e1d1,1842,76,92,728,crushing defensiveMove opening short,https://lichess.org/DuSqgIKN/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
VcGah,r1b1kb1r/ppppnQ2/7p/8/2nqP2P/2NP4/PPP3P1/R1B2R1K b - - 1 14,e8d8 f7f8 h8f8 f1f8,921,94,76,247,backRankMate mate mateIn2 opening short,https://lichess.org/YLvutCBf/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
VcfSn,rnb1kbnr/pppp1Qpp/8/4P3/2B4q/6p1/PPPP3P/RNB1K1NR b KQkq - 0 7,e8d8 f7f8,887,79,97,289,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/Ny95l1HT/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
VdFQa,r2qk1nr/ppp2pQp/3p4/8/2B1PB1b/7P/PPn3P1/RN3K1R b kq - 0 11,h4f6 g7f7,1042,79,95,1458,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/bv9V7erD/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
VdNQm,r1bqkbnr/p1p3pp/1p1p1p2/3Q4/2B1PP2/8/PPP3PP/RNB1K2R b KQkq - 1 8,a8b8 d5f7,944,76,100,317,mate mateIn1 oneMove opening,https://lichess.org/5JpR9InB/black#16,Kings_Gambit Kings_Gambit_Other_variations
VdXZ9,r3kbnr/pppn3p/4B3/5qp1/5pb1/2P2N2/PP4PP/RNBQ1RK1 b kq - 0 11,g4f3 d1d7,1442,79,63,88,mate mateIn1 oneMove opening,https://lichess.org/qWNwsQOU/black#22,Kings_Gambit Kings_Gambit_Other_variations
Vdqnu,r2q1b1r/ppp1kBpp/5n2/4p3/5Nb1/3P1RP1/PPP4P/R1B1Q1K1 b - - 0 14,g4f3 e1e5 e7f7 e5e6,1407,76,82,192,mate mateIn2 opening sacrifice short,https://lichess.org/vqMOQjlo/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
Vfwei,rnb1k2r/pppp1ppp/5nq1/4P3/2BP3b/8/PPP4N/RNBQ1R1K b kq - 0 10,f6e4 c4f7 g6f7 f1f7,1113,79,86,157,attackingF2F7 crushing fork opening short,https://lichess.org/m5DaZStz/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
VgCMg,r2qkbn1/pppn1B1r/3p4/4P2p/3P4/5Q1P/PPP5/RNB2RK1 b q - 0 13,h7f7 f3f7,440,97,100,200,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/hscb6uxc/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
VgCYC,r1bqkbnr/pppp2pp/2n2p2/8/2B1Pp2/3P1N2/PPP3PP/RNBQK2R b KQkq - 0 5,g7g5 f3g5 f6g5 d1h5,1482,75,81,1570,clearance crushing opening sacrifice short,https://lichess.org/KgrPl1Ch/black#10,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
VgDUy,rn1k1b1r/ppp3pp/b7/3QN2n/3P3q/6p1/PPP4P/RNB3KR b - - 2 13,d8c8 d5e6 b8d7 e6d7 c8b8 d7e8 h4d8 e8d8,1810,77,88,180,mate mateIn4 opening queensideAttack veryLong,https://lichess.org/XM7BM7zy/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
VgEZP,rnbk3r/ppp2Qpp/8/3B4/3bP1nq/8/PPP3KP/R1BN2NR b - - 2 12,d4c5 f7g7 h8f8 c1g5 h4g5 g7g5,2130,93,89,1514,crushing fork long opening,https://lichess.org/YY7Yo6AL/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
VgnRP,r2qkb1r/ppp2ppp/2np4/4P3/2B1n1b1/2P2N2/PP1P2PP/RNBQ1RK1 b kq - 0 7,d6e5 c4f7 e8f7 f3e5,1698,75,83,239,advantage attackingF2F7 attraction discoveredCheck doubleCheck intermezzo opening short,https://lichess.org/JcNzUJIi/black#14,Kings_Gambit Kings_Gambit_Other_variations
VhplC,r2qk1nr/ppp1bpp1/7p/4N3/2BP2b1/8/PPP3PP/RN1Q1RK1 b kq - 0 10,g4d1 c4f7 e8f8 e5g6,1939,79,92,1416,attackingF2F7 mate mateIn2 opening short,https://lichess.org/BqAEixNu/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
ViNZt,rnb1qb1r/pppp1kp1/7p/8/4Np2/5N2/PPPPQ1PP/R1B1K2R b KQ - 1 8,d7d5 e4g5 h6g5 f3g5,1623,77,90,379,crushing opening sacrifice short,https://lichess.org/BQXwMXlr/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
Vik1v,r2q1rk1/ppp1bppp/2n5/4Nb2/3PpB2/8/PPP1N1PP/R2Q1R1K b - - 4 15,e7d6 e5c6 b7c6 f4d6 c7d6 f1f5,1383,76,81,295,opening,https://lichess.org/xpgBbFT6/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
Vjs7u,rnb2knr/pp1N2pp/1b2q3/7Q/3pPB2/8/PPP3PP/RN2KR2 b Q - 0 11,c8d7 f4d6,930,85,91,1917,discoveredCheck doubleCheck mate mateIn1 oneMove opening pillsburysMate,https://lichess.org/GHT5w6qJ/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
